complication_id,system_id,part_id,severity_level,name,weight,normal_medicine_bonus,appearance_indicator,patient_statement_clear,patient_statement_vague,exam_method,exam_result_positive,exam_result_negative,recheck_hint_mild,recheck_hint_moderate,recheck_hint_severe,treatment_plan,requires_surgery
6060046,60,6004,2,重度膀胱源石性纤维硬化塌陷,1.0,1.1,下腹部轻度凹陷且触之坚硬，排尿前后均表现出明显疼痛表情,现在几乎每次想尿都是撕裂样的小肚子疼，明明很想尿却只能滴几滴出来，尿色深且味道重，伴随持续下腹钝痛和腰背酸胀,只会说“小肚子已经像一块硬石头”，反复强调不管怎么尿都排不干净，疼痛从小腹扩散到整个腰和大腿根,膀胱镜 + 增强 MRI,膀胱镜下见黏膜大片发白增厚、弹性消失，腔室明显缩小，MRI 显示壁层广泛纤维硬化并被源石样结晶取代，提示重度塌陷性病变,膀胱镜下黏膜光滑，MRI 未见壁层增厚或异常信号改变,本次检查未能直接证实本次纤维硬化塌陷，但仍可见少量黏膜纤维化斑片，提示该部位存在其他轻症级别的结构性损伤,本次检查未能直接证实本次纤维硬化塌陷，却提示壁层中度弥漫性纤维化和腔体缩小，说明同部位合并中症级别的硬化性病变,本次检查未能直接证实本次纤维硬化塌陷，却提示膀胱壁已重度硬化并几乎失去弹性，即使影像不典型亦需按重症塌陷危象处理,膀胱部分切除或替代膀胱成形术 + 术前泌尿道减压与感染抑制剂 23 号冲击 + 术后导尿与长期功能康复,1
6060051,60,6005,0,轻度远端尿道黏膜结晶擦伤,0.35,0.3,会阴部体表外观基本正常，偶有轻微红润,最近小便快结束的时候会有一下刺痛，像被针扎了一下，尿液偶尔会有一点点粉色，但大部分时间是清的,只说“尿到最后一截会火辣辣地疼一下”，有时候又说整条尿道都在辣，很难具体到哪一小段,尿常规 + 尿道口视诊,尿常规中红细胞略多，可见少量晶体，视诊见尿道口黏膜略为充血，未见明显裂口，提示远端黏膜有轻度结晶擦伤,尿常规未见红细胞或晶体，尿道口黏膜颜色正常，无充血或裂隙,本次检查未能直接证实本次黏膜擦伤，但可见尿道口轻度潮红，提示该部位存在其他轻症级别的刺激性病变,本次检查未能直接证实本次黏膜擦伤，却提示黏膜中度肿胀与渗出，说明同部位合并中症级别的炎症或感染性病变,本次检查未能直接证实本次黏膜擦伤，却显示尿道口重度糜烂与出血，提示该部位已存在重症级别的破坏性损伤,多饮水 + 暂停刺激性饮食 + 门诊局部护理与保护凝胶,0
6060052,60,6005,0,轻度远端尿道源石性刺激,0.35,0.25,肉眼仅见尿道口轻度干燥，周围皮肤无破溃,最近小便前后会觉得尿道口发痒发紧，像是被细沙堵着一样，擦拭时会更敏感，但没有明显灼痛或血尿,常说“下面总是怪怪的像被撒了粉”，一会儿说是痒一会儿又说是疼，却又说不上来到底是皮肤还是里面不舒服,尿沉渣检查,尿沉渣中可见细小结晶与少量上皮细胞脱落，未见大量炎症细胞，提示远端尿道受轻度源石性刺激,尿沉渣未见异常结晶或上皮脱落，细胞成分在正常范围内,当前检查未能直接证实本次源石性刺激，但发现尿道相关上皮轻度脱落，提示该部位存在其他轻症级别的刺激或干燥性病变,当前检查未能直接证实本次源石性刺激，却提示大量炎性细胞与菌群异常，说明同部位合并中症级别的感染性病变,当前检查未能直接证实本次源石性刺激，却显示明显脓性成分和坏死细胞，提示该部位已存在重症级别的化脓性损伤,局部保湿与屏障修复药膏 + 控制尿液浓缩度 + 随访观察,0
6060053,60,6005,0,早期远端尿道疼痛综合征,0.3,0.3,外观无可见异常，仅在体检触碰时轻微躲闪,最近每次要开始小便时尿道口就会有一下刺痛，尿液颜色和检查都还好，就是心理上会有点抗拒排尿,只说“刚想尿的那一下就会刺一下”，有时候把这种痛说成是在小肚子，有时候又说整片会阴都难受,尿道敏感性测试,轻柔刺激远端尿道时痛阈略有降低，其余检查无明显炎症或结构异常，提示早期疼痛综合征倾向,敏感性测试阈值正常，未诱发异常痛感或不适,本次测试未能直接证实本次疼痛综合征，但发现局部痛觉轻度波动，提示该部位存在其他轻症级别的神经敏感性改变,本次测试未能直接证实本次疼痛综合征，却提示痛觉中度异常并伴自发性刺痛，说明同部位合并中症级别的神经性疼痛病变,本次测试未能直接证实本次疼痛综合征，却显示痛觉重度异常与触发性剧痛，提示该部位已存在重症级别的神经损伤,行为干预与放松训练 + 低剂量镇痛与神经调节药物,0
6060054,60,6005,1,中度远端尿道结晶性炎症,0.6,0.65,尿道口明显充血肿胀，局部触碰时表情明显疼痛,最近排尿时灼痛明显，从尿道口一路烧到小肚子，尿频、尿急都很严重，偶尔尿液会带血丝，走路摩擦时也会刺痛,常说“下面像被火烧又被沙子磨”，一会儿说是皮肤裂开，一会儿又说是在里面被划，难以明确分层,尿培养 + 外阴尿道视诊,尿培养提示中度细菌生长伴结晶析出，视诊见尿道口黏膜中度肿胀充血，表面附着细小晶体点，符合结晶性炎症表现,尿培养阴性，外观仅见轻度充血无晶体附着,本次检查未能直接确认本次结晶性炎症，但可见局部轻度黏膜肿胀，提示该部位存在其他轻症级别的炎症病变,本次检查未能直接确认本次结晶性炎症，却提示黏膜中度渗出和表浅糜烂，说明同部位合并中症级别的侵蚀性病变,本次检查未能直接确认本次结晶性炎症，却显示深层溃疡和明显坏死，提示该部位已存在重症级别的破坏性病变,口服与局部联合抗感染治疗 + 感染抑制剂 22 号 + 局部镇痛与护理,0
6060055,60,6005,1,中度远端尿道瘢痕性狭窄,0.4,0.7,尿道口外观略呈环形收紧，排尿时用力明显,最近每次尿都要憋很久才尿得出来，尿线明显变细，时间很长，小便后小肚子反而更胀，有时还会出现尿滴沥,常说“像有个小门关得太紧”，形容尿被卡在出口，一会儿说是小肚子堵住，一会儿又说是下面被锁死,尿道造影,造影显示远端尿道环形狭窄段，中度管腔变细，造影剂通过延迟，符合瘢痕性狭窄表现,造影显示尿道管腔通畅，远端未见局灶性变细或通过延迟,本次造影未能直接证实本次瘢痕性狭窄，但可见轻度腔形不规则，提示该部位存在其他轻症级别的结构性改变,本次造影未能直接证实本次瘢痕性狭窄，却提示较长段中度狭窄与壁僵硬，说明同部位合并中症级别的纤维化病变,本次造影未能直接证实本次瘢痕性狭窄，却显示管腔严重闭塞且造影剂几乎无法通过，提示该部位已存在重症级别的梗阻性损伤,住院监护 + 扩张术或冷刀内切术前准备 + 抗炎抗纤维化药物,0
6060056,60,6005,2,重度远端尿道源石性坏死性狭窄,1.0,1.1,尿道口严重充血肿胀伴溃烂，周围皮肤红肿渗出，行走明显困难,现在排尿几乎成了撕裂式的疼痛，即便很想尿也只能一点一点流出来，尿色深且有异味，会阴部持续灼痛和跳痛，夜里疼醒多次,只会反复说“下面像被烧焦又被刀割烂了”，已经很难完整描述排尿过程，只要一提到小便就表现出明显恐惧与抗拒,尿道镜 + 组织活检,尿道镜示远端尿道管腔明显狭窄甚至接近闭塞，黏膜大片坏死脱落，残余组织内可见源石样结晶嵌顿，活检提示深层坏死与严重纤维化,尿道镜所见黏膜完整，管腔形态正常，活检未见坏死或异常结晶沉积,本次检查未能直接证实本次坏死性狭窄，但可见局限轻度黏膜萎缩，提示该部位存在其他轻症级别的结构损伤,本次检查未能直接证实本次坏死性狭窄，却提示广泛中度纤维化与部分腔形变窄，说明同部位合并中症级别的狭窄性病变,本次检查未能直接证实本次坏死性狭窄，却显示管腔几乎完全闭塞并有深层坏死，即便影像不典型亦需按重症坏死性损伤处理,远端尿道病变切除重建术 + 必要时会阴成形与尿道重建 + 术前广谱抗感染和感染抑制剂 23 号冲击 + 术后留置导管与功能康复训练,1
6060061,60,6006,0,轻度卵巢皮质结晶斑点,0.35,0.3,下腹部外观正常，无明显压痛，仅在妇科体检时略有不适表情,最近月经前后下腹会有一阵阵隐痛，像被轻轻拧着，休息和热敷后会好一些，经期略有提前但量变化不大,只会说“小肚子在某几天总是隐隐作怪”，一会儿说像要来月经，一会儿又说像肠胃不舒服，定位含糊,经阴道超声,超声示卵巢皮质表面局部回声稍增强，散在细小高回声结晶点，卵巢体积与血流基本正常,卵巢大小与形态在正常范围，皮质回声均匀，未见异常高回声点,本次超声未能直接显示皮质结晶斑点，但可见卵巢体积轻度增大，提示该部位存在其他轻症级别的功能或结构改变,本次超声未能直接显示皮质结晶斑点，却提示皮质中度回声异常与小囊性改变，说明同部位合并中症级别的卵巢病变,本次超声未能直接显示皮质结晶斑点，却显示卵巢轮廓严重不规则与实性占位，提示该部位已存在重症级别的结构性损伤,门诊随访 + 生活方式调整 + 必要时短程止痛药物,0
6060062,60,6006,0,轻度卵巢周期性疼痛综合征,0.35,0.25,体表难以肉眼察觉异常，下腹轻触仅在经期前后略有敏感,最近每逢月经前几天右侧小肚子就会有微微抽痛，像有东西在里面拉扯，但痛感不至于影响工作和睡眠,常说“每个月总有几天小肚子被扯着疼”，有时又描述成腰痛或者整片骨盆酸胀,盆腔超声 + 激素水平检测,盆腔超声未见明显结构异常，激素水平在正常波动范围内，仅在黄体期略有偏高，符合轻度周期性疼痛综合征并合并轻微源石刺激,超声与激素水平均在正常范围，无提示额外源石或功能异常,本次检查未能直接证实本次周期性疼痛综合征，但可见卵巢周围轻度渗出，提示该部位存在其他轻症级别的炎性改变,本次检查未能直接证实本次周期性疼痛综合征，却提示卵巢体积中度增大伴实质改变，说明同部位合并中症级别的结构性病变,本次检查未能直接证实本次周期性疼痛综合征，却显示卵巢及周围组织重度粘连与占位，提示该部位已存在重症级别的广泛病变,经期对症止痛 + 物理热敷 + 观察症状变化,0
6060063,60,6006,0,早期卵巢源石性功能波动,0.3,0.3,外观无可见异常，皮肤状态与二性征基本稳定,最近几个月月经周期有时会提前几天，有时又推迟一点，情绪起伏和疲劳感稍微明显，但经量和经期长度变化不大,常说“最近总觉得整个人的节奏乱了”，一会儿觉得特别困，一会儿又莫名焦躁，把这些都归咎于“最近太累或天气变化”,卵巢激素谱检查,雌激素与黄体生成素曲线轻度波动，部分时相提前或延迟，提示卵巢功能受早期源石性刺激扰动,激素水平在相应周期内波动范围正常，未见明显提前或延迟,当前检查未能直接证实本次功能波动，但提示部分激素轻度偏离，说明该部位存在其他轻症级别的内分泌异常,当前检查未能直接证实本次功能波动，却显示激素中度失衡与排卵紊乱，说明同部位合并中症级别的功能障碍病变,当前检查未能直接证实本次功能波动，却发现多项激素重度异常与排卵停滞，提示该部位已存在重症级别的内分泌衰竭样病变,生活与压力管理 + 低剂量激素调节方案评估,0
6060064,60,6006,1,中度卵巢结晶性炎性病变,0.6,0.65,下腹双侧压痛明显，行走时轻微弯腰减轻不适,最近下腹持续隐痛并伴间断刺痛，特别是在活动或同一姿势久坐后加重，经期紊乱明显，经量有时偏多伴小血块,常说“小肚子像被两只手抓着拧”，一会儿说是纯粹的痛，一会儿又说是沉甸甸坠胀，从腰到大腿根都觉得不对劲,经阴道超声 + 炎症指标,超声示卵巢体积中度增大，皮质与周边可见散在高回声结晶影，周围少量积液，炎症指标中度升高，符合结晶性炎性病变,卵巢大小与形态正常，未见异常结晶或周围积液，炎症指标未升高,本次检查未能直接确认本次结晶性炎性病变，但可见卵巢轻度增大与回声差异，提示该部位存在其他轻症级别的炎性或囊性病变,本次检查未能直接确认本次结晶性炎性病变，却提示卵巢中度实质改变与粘连，说明同部位合并中症级别的结构性病变,本次检查未能直接确认本次结晶性炎性病变，却显示卵巢形态严重异常与周围广泛粘连，提示该部位已存在重症级别的破坏性病变,住院静脉抗炎 + 感染抑制剂 22 号 + 必要时腹腔镜下探查评估,0
