cid,system_id,part_id,severity_level,name,weight,normal_medicine_bonus,appearance_indicator,patient_statement_clear,patient_statement_vague,exam_method,exam_result_positive,exam_result_negative,recheck_hint_mild,recheck_hint_moderate,recheck_hint_severe,treatment_plan,requires_surgery
5020006,50,5002,2,重度腰椎源石病性马尾神经压迫,1.0,0.11,步态明显不稳，腰部前屈姿势明显，双下肢肌力下降，行走需扶物,现在只要稍微站久一点下腰和两条腿就剧烈拉扯痛，到后来干脆失去力气，走几步就像踩在棉花上一样，还出现了大小便控制不太住的情况,只会频繁说“腰以下都不是自己的了”，腿软麻痛混在一起，还说突然就尿不住，把所有不适都归成“整个人要塌掉”,腰椎 MRI + 神经电生理监测,腰椎下段椎管重度狭窄，可见大片融合源石结晶与突出椎间盘共同压迫马尾神经束，神经电生理显示传导严重受阻,腰椎椎管形态规则，无明显占位或狭窄，马尾神经束走行自然，电生理传导参数正常,本次 MRI 与电生理监测未能直接证实本次腰椎源石病性马尾神经压迫，但局部仍可见轻度椎管变窄，提示同部位有其他轻症级别病变,本次 MRI 与电生理监测未能直接证实本次腰椎源石病性马尾神经压迫，却发现多节段中度结晶堆积狭窄，提示同部位合并中症级别持续压迫,本次 MRI 与电生理监测未能直接证实本次腰椎源石病性马尾神经压迫，却提示马尾束长段严重变形与信号中断，说明同部位已合并重症级别不可逆损伤需早期干预,急诊腰椎后路减压 + 源石结晶与突出椎间盘清理 + 必要时椎体内固定重建稳定性 + 术前后高剂量感染抑制剂 23 号冲击及神经营养药物,1
5030001,50,5003,0,轻度膝关节源石病性滑膜刺激,0.34,0.03,膝关节外观基本对称，可偶见轻微肿胀阴影但难以肉眼察觉,最近爬楼梯多了膝盖前面就会有一点酸胀，下楼时会轻微刺痛，但不红不热，休息一会儿就好,就觉得整条腿“用多了就闹脾气”，有时候说是膝盖酸，有时候又说是小腿在累,膝关节超声,关节腔内少量积液，滑膜轻度增厚，可见点状源石结晶回声附着但未明显磨损软骨,关节腔清晰无积液，滑膜厚度在正常范围，未见异常强回声或结晶影,本次超声未能直接证实本次膝关节源石病性滑膜刺激，但提示滑膜另一区域有轻度增厚，属于同部位其他轻症级别炎症,本次超声未能直接证实本次膝关节源石病性滑膜刺激，却发现某隐匿囊袋中度积液，提示同部位合并中症级别滑膜炎,本次超声未能直接证实本次膝关节源石病性滑膜刺激，却提示关节腔存在重度积液和绒毛样增生，说明同部位已合并重症级别滑膜病变,门诊减少负重 + 关节保护支具 + 外用消炎镇痛凝胶 + 口服轻度止痛药,0
5030002,50,5003,0,轻度髌下源石结晶性滑囊炎,0.33,0.028,膝前区轮廓基本正常，仅长时间屈伸后能触及轻微饱满感,这段时间蹲下再站起来时膝盖前方会有点顶着不舒服，按压髌骨下方会隐隐酸痛，但不影响走平路,总觉得膝盖前边像垫了块小石子，有时候说是“整个膝盖”堵着，摸着又说其实不太肿,膝关节局部触诊 + 关节活动度检查,髌骨下方滑囊区压痛轻微，屈伸末端有轻度牵拉感，活动范围接近正常,压迫滑囊区时无疼痛或弹响，髌骨活动顺畅，关节活动度完全保留,本次体格检查未能直接证实本次髌下源石结晶性滑囊炎，但在另一侧膝可触及轻度压痛，提示同部位仍有其他轻症级别机械性刺激,本次体格检查未能直接证实本次髌下源石结晶性滑囊炎，却发现关节屈伸中度受限，提示同部位合并中症级别炎性改变,本次体格检查未能直接证实本次髌下源石结晶性滑囊炎，却提示膝前区存在重度压痛与明显波动感，说明同部位已合并重症级别滑囊积液,膝前冰敷与减量训练 + 非甾体类消炎药短期口服 + 物理治疗舒缓软组织,0
5030003,50,5003,0,轻度膝关节源石病性软骨软化,0.33,0.032,膝部外观无可见异常，偶行走后表情稍显吃力,最近走远一点或者上下楼多了膝盖里面会隐隐痛，感觉是在髌骨后面发闷，坐着或平躺基本不痛,总说“膝盖里边像磨砂纸一样”，但具体说不出来是在前面还是里面，只知道用多了就不舒服,膝关节 MRI,髌股关节面可见轻度软骨信号改变，表面略显粗糙，边缘有细小源石结晶贴附,软骨信号均匀，关节面光滑连续，未见异常结晶影或变薄区域,本次 MRI 未能直接证实本次膝关节源石病性软骨软化，但提示邻近区仅有轻度水肿，属于同部位其他轻症级别软骨改变,本次 MRI 未能直接证实本次膝关节源石病性软骨软化，却发现负重区已有中度软骨变薄，提示同部位合并中症级别退变,本次 MRI 未能直接证实本次膝关节源石病性软骨软化，却提示关节面大面积重度缺损和不规则结晶堆积，说明同部位已合并重症级别关节破坏,门诊理学康复训练 + 适度减重与步态调整 + 口服关节护养药与低剂量感染抑制剂 21 号,0
5030004,50,5003,1,中度膝关节源石结晶性滑膜炎,0.5,0.065,膝关节轻度肿胀，皮肤张力稍增，触之温度略高，活动时可见表情皱眉,近一个月膝盖经常莫名肿起来，尤其是走路或站久了以后更明显，弯曲和下蹲时前内侧会疼得厉害，感觉里面有东西在磨,总说膝盖像被人从里面撑开，有时候说是“整个小腿都跟着在涨”，也说不清楚到底是哪里更肿更痛,膝关节超声 + 关节穿刺,关节腔中度积液，滑膜明显增厚，漂浮细小源石结晶回声，关节液呈轻度炎性改变,关节腔未见明显积液，滑膜厚度正常，穿刺未获得异常液体或结晶沉积,当前检查未能直接证实本次膝关节源石结晶性滑膜炎，但在滑膜某区域仅见轻度充血，提示同部位仍存在其他轻症级别刺激,当前检查未能直接证实本次膝关节源石结晶性滑膜炎，却发现关节液白细胞中度升高并夹带结晶团块，提示同部位合并中症级别炎症,当前检查未能直接证实本次膝关节源石结晶性滑膜炎，却提示关节腔内存在大量脓性积液和大片结晶团，说明同部位已合并重症级别化脓性病变,关节腔抽液减压 + 关节腔内注射感染抑制剂 22 号与糖皮质激素 + 适度制动与后续康复训练,0
5030005,50,5003,1,中度膝关节源石病性半月板撕裂,0.5,0.07,膝内侧或外侧关节线压痛明显，屈伸时可见轻微卡顿步态,最近只要扭到一点点膝盖就会突然一阵刺痛，走路有时候会卡住弹一下才继续走得下去，蹲下去再起来尤其难受,总说“膝盖里面老是卡档”，一会儿说是前面卡，一会儿又说是侧面扯着疼，反复换位置,膝关节 MRI + 反复扭转试验,半月板可见条索状裂纹并夹杂不规则源石结晶，关节间隙内可见轻度游离碎片，扭转试验诱发典型卡锁痛,半月板形态与信号正常，未见撕裂线或结晶沉积，扭转试验阴性,本次检查未能直接证实本次膝关节源石病性半月板撕裂，但提示仅有轻度退变信号，属于同部位轻症级别损伤,本次检查未能直接证实本次膝关节源石病性半月板撕裂，却发现负重区已有中度软骨脱垂和结晶堆积，提示同部位合并中症级别机械性损害,本次检查未能直接证实本次膝关节源石病性半月板撕裂，却提示关节腔内存在重度碎裂半月板与大片结晶包块，说明同部位已合并重症级别关节破坏,短期制动与支具保护 + 口服镇痛与感染抑制剂 22 号 + 关节镜微创修整评估准备,0
5030006,50,5003,2,重度膝关节源石病性破坏性关节炎,1.0,0.11,膝关节明显肿胀畸形，可见关节轮廓模糊，皮肤轻度发红温度升高，活动明显受限,现在膝盖几乎全天都在剧痛，即使躺着也会一阵阵抽痛，稍微活动就痛到冒冷汗，关节已经肿得裤子都绷不住，走几步就完全抬不起来,只会反复抱着膝盖说“整条腿都废了”，分不清是膝盖还是小腿在痛，只觉得任何轻微动一下都像要断掉一样,膝关节 X 线 + MRI + 关节镜评估,关节间隙严重狭窄直至消失，大片源石结晶和骨赘侵蚀关节面，MRI 显示软骨几乎完全破坏并累及骨下，关节镜下可见碎裂软骨与结晶团块,关节间隙宽度正常，骨质连续，未见明显源石结晶或侵蚀性改变，MRI 与关节镜均未发现异常,本次联合影像和关节镜未能直接证实本次膝关节源石病性破坏性关节炎，但仍可见轻度滑膜绒毛样增生，提示同部位存在其他轻症级别关节炎改变,本次联合影像和关节镜未能直接证实本次膝关节源石病性破坏性关节炎，却发现已有中度关节间隙变窄与局灶软骨缺损，提示同部位合并中症级别退行性病变,本次联合影像和关节镜未能直接证实本次膝关节源石病性破坏性关节炎，却提示关节面大片脱失和骨端塌陷，说明同部位已合并重症级别不可逆破坏需关节重建,全麻下关节镜或开放清理源石结晶与坏死组织 + 必要时行膝关节单髁或全关节置换 + 术前术后高剂量感染抑制剂 23 号与抗凝预防,1
5040001,50,5004,0,轻度肩袖肌群源石病性肌腱炎,0.34,0.03,肩部外观基本对称，抬臂末端表情略显吃力，难以肉眼察觉,这段时间抬手拿高处东西时肩膀前外侧会酸痛，放下手基本不痛，睡觉时压到那边也会有点不舒服,总说整只胳膊都“被拉住”，有时觉得是脖子在牵，有时又说是手臂根部在酸,肩关节超声,肩袖肌腱回声轻度不均，局部可见细小源石结晶点散在，其余结构保存较好,肩袖肌腱连续性良好，回声均匀，未见异常结晶或积液,本次超声未能直接证实本次肩袖肌群源石病性肌腱炎，但在肌腱止点附近可见轻度变性，提示同部位仍有其他轻症级别劳损,本次超声未能直接证实本次肩袖肌群源石病性肌腱炎，却发现腱内已有中度低回声区，提示同部位合并中症级别撕裂倾向,本次超声未能直接证实本次肩袖肌群源石病性肌腱炎，却提示肌腱大面积连续性中断和结晶团块，说明同部位已合并重症级别肌腱断裂,肩袖肌群强化训练指导 + 局部冷敷与外用消炎凝胶 + 口服轻度镇痛药,0
5040002,50,5004,0,轻度肩峰下源石结晶性滑囊刺激,0.33,0.028,肩峰下方轮廓正常，只有反复高举后略感局部轻微肿胀但难以察觉,最近反复伸手到头顶拿东西时肩外侧会有一点卡着的酸痛，手放低或休息一会儿就能缓解,总觉得“手一举高就卡住”，但具体是关节还是肌肉卡说不清，有时候甚至觉得是从背后拉住了,肩关节超声 + 体格挤压试验,肩峰下滑囊轻度增厚，内可见点状源石结晶回声，挤压试验仅诱发轻微不适,滑囊厚度与内容物正常，挤压试验未诱发疼痛或活动受限,本次检查未能直接证实本次肩峰下源石结晶性滑囊刺激，但仍提示同一滑囊区域有轻度积液，属于同部位轻症级别炎症,本次检查未能直接证实本次肩峰下源石结晶性滑囊刺激，却发现滑囊中度肿胀并压迫肩袖，提示同部位合并中症级别滑囊炎,本次检查未能直接证实本次肩峰下源石结晶性滑囊刺激，却提示滑囊高度膨隆并充满结晶团块，说明同部位已合并重症级别机械性卡压,限制高举动作 + 物理治疗松解肩峰下间隙 + 外用消炎药与低剂量口服镇痛药,0
5040003,50,5004,0,轻度肩袖源石病性肌肉疲劳综合征,0.33,0.032,双肩外观对称，触诊仅在持续用力后可诱发轻微压痛,最近训练或搬东西时间稍长就会感觉肩膀一侧特别累，抬手力量下降但休息后能恢复，没有典型锐痛,总说“两边肩膀轮流罢工”，一会儿说是肌肉绵软无力，一会儿又说像被绑了沙袋,肩关节肌力测试 + 功能超声,肩袖各肌群肌力略低于同龄预期，功能超声示肌束收缩稍欠协调，可见少量源石结晶点夹杂但未影响结构连续性,肌力评分在正常范围，收缩形态规则，未见异常结晶或肌束损伤表现,本次检查未能直接证实本次肩袖源石病性肌肉疲劳综合征，但在对侧仍可见轻度肌肉劳损信号，提示同部位存在其他轻症级别疲劳改变,本次检查未能直接证实本次肩袖源石病性肌肉疲劳综合征，却发现局部已有中度肌肉水肿，提示同部位合并中症级别损伤,本次检查未能直接证实本次肩袖源石病性肌肉疲劳综合征，却提示肩袖区域出现重度纤维化和结晶团块，说明同部位已合并重症级别肌肉变性,肩袖稳定肌训练计划 + 热身与拉伸教育 + 口服肌肉营养与感染抑制剂 21 号低剂量,0
5040004,50,5004,1,中度肩袖源石病性部分撕裂,0.5,0.065,患侧肩略微下垂，主动抬举受限，特定角度下可见表情明显痛苦,近段时间只要手举到肩膀以上就会在外侧一块尖锐刺痛，夜里翻身压到那一侧会被痛醒，拿稍微重一点的东西都费力,总说“胳膊举到一半就像被刀割”，有时又说整条手都在酸，分不出是肩锁还是手臂在出问题,肩关节 MRI + 体格撞击试验,肩袖肌腱中层可见局灶裂隙并间杂条索状源石结晶，撞击试验明显诱发典型痛感,肩袖肌腱连续性良好，无裂隙或明显结晶堆积，撞击试验阴性,当前检查未能直接证实本次肩袖源石病性部分撕裂，但仅示轻度肌腱信号改变，提示同部位仍有其他轻症级别腱病,当前检查未能直接证实本次肩袖源石病性部分撕裂，却发现腱内中度瘢痕与结晶条索，提示同部位合并中症级别结构损伤,当前检查未能直接证实本次肩袖源石病性部分撕裂，却提示肌腱大部分纤维已断裂并伴重度结晶团块，说明同部位已合并重症级别完全撕裂,肩关节支具保护 + 超声或针刀松解 + 口服镇痛与感染抑制剂 22 号 + 早期康复训练,0
